date,mental health,depression,mentally ill,mental illness,unwell,not well,struggle,self harm,suicidal,i hate myself,anymore,help me,cutting,pain,kill me,anxiety,social anxiety,worse,unmotivated,lost,trauma,unwanted,bpd,ptsd,suicide,vulnerable,lonely,sad,miserable,low,hopeless,aching,always,never,down,stressed,helpless,worthless,insecure,stuck,hurting,numb,intrusive,don't know why,crying,nothing matters,empty,overwhelmed,hurt,tired,grippy socks,stressy depressy,suey,kms,kill myself,unalive,unaliving,crippling
2022-09-11,61,61,65,56,39,83,60,63,65,89,86,86,85,81,50,91,79,61,84,27,37,88,76,46,17,23,70,78,81,91,83,73,89,70,48,73,36,77,29,49,89,81,84,75,74,51,91,72,39,91,50,0,77,77,68,29,22,73
2022-09-18,62,71,72,58,40,86,62,73,67,91,87,91,90,87,51,89,78,66,85,27,39,88,69,48,16,23,68,83,76,94,80,72,88,70,48,75,38,58,29,47,88,86,89,77,87,53,96,78,41,92,46,0,68,83,68,37,38,74
2022-09-25,63,65,74,62,39,83,58,73,62,83,84,86,89,79,50,86,73,69,84,26,41,83,72,47,15,23,68,78,77,94,78,67,86,66,50,73,37,55,29,50,82,83,90,74,71,56,94,72,40,89,42,0,72,76,67,39,40,65
2022-10-02,68,61,73,63,41,79,56,64,60,83,86,92,84,84,48,83,71,63,87,26,39,85,74,48,15,24,68,77,72,91,79,68,81,61,45,71,36,53,27,50,89,82,78,76,72,55,88,73,40,91,43,0,68,79,69,30,23,66
2022-10-09,100,67,80,64,46,90,60,68,64,89,93,83,83,87,49,91,80,64,88,27,41,87,70,53,15,24,68,76,73,86,83,69,91,67,44,75,37,52,30,51,88,86,86,83,79,55,92,73,40,93,53,0,72,80,69,36,20,68
2022-10-16,68,67,71,60,42,85,60,67,60,92,84,89,87,81,48,84,75,61,86,25,38,84,77,51,16,24,69,73,77,91,84,71,94,64,45,74,37,49,28,47,89,80,86,86,72,52,88,75,42,90,50,0,72,76,68,33,20,84
2022-10-23,64,68,81,63,40,80,58,70,60,97,84,89,83,82,48,87,76,66,86,26,39,85,76,53,16,23,74,77,68,89,83,72,82,69,53,73,36,47,30,49,90,83,97,78,73,50,89,70,40,90,56,0,75,75,73,38,60,68
2022-10-30,65,69,74,61,43,80,60,71,59,85,83,87,84,85,48,84,77,64,83,27,39,88,78,52,15,23,71,77,76,93,84,76,83,62,46,73,36,46,28,48,85,84,98,77,74,50,90,71,38,86,46,0,76,77,71,39,35,71
2022-11-06,62,66,71,59,37,85,57,69,59,82,81,88,82,84,42,82,71,64,82,28,39,86,77,51,15,25,72,79,71,90,91,71,81,63,45,73,36,47,27,49,91,80,91,78,76,55,89,71,39,88,50,0,69,76,69,34,36,71
2022-11-13,67,69,73,63,39,88,63,76,57,86,84,89,83,85,46,88,74,66,89,29,42,88,80,51,15,26,71,77,73,91,93,67,85,62,47,74,37,50,28,51,94,83,100,71,79,55,89,74,39,89,67,0,72,78,74,34,25,75
2022-11-20,51,60,60,50,38,68,51,66,54,78,79,77,82,78,43,75,63,60,68,26,34,83,74,44,14,22,69,71,71,81,84,66,76,55,42,64,35,42,25,46,84,77,89,68,69,65,85,58,38,79,52,0,62,73,63,39,32,69
2022-11-27,64,67,100,64,37,83,57,68,54,78,77,79,82,81,42,84,73,63,88,26,38,81,74,48,15,23,70,74,73,89,85,67,82,56,41,69,35,47,26,49,84,76,85,76,76,96,91,65,38,81,73,0,68,71,70,30,20,72
2022-12-04,64,65,81,66,40,86,60,74,57,81,80,83,82,82,46,86,76,65,79,26,39,84,89,50,16,24,76,75,77,95,73,72,85,61,43,73,35,46,29,52,89,79,94,73,83,89,86,65,38,84,80,0,68,78,73,34,43,72
2022-12-11,55,70,72,60,40,87,59,69,60,88,85,82,81,86,52,82,70,66,80,25,37,87,79,48,23,22,76,75,75,91,83,69,86,62,46,72,37,47,28,55,91,82,93,77,83,77,89,64,37,84,83,0,69,74,73,35,48,69
2022-12-18,41,57,63,48,42,65,47,63,53,86,85,77,83,87,49,73,60,63,63,27,32,81,77,45,18,18,79,77,71,87,86,75,81,58,45,64,31,47,27,58,88,76,88,69,82,72,82,58,41,77,64,0,70,74,73,36,39,65
2022-12-25,37,51,58,42,38,59,45,62,53,88,89,79,79,88,54,76,54,64,59,28,31,87,82,44,18,16,91,80,73,88,92,78,78,64,46,52,32,47,28,61,92,88,90,76,78,79,77,59,41,83,49,0,77,76,75,40,38,71
2023-01-01,49,63,71,49,41,66,50,74,92,85,91,85,81,89,53,85,66,65,77,28,41,90,84,48,18,18,83,74,71,96,90,78,84,65,46,62,32,50,27,55,92,86,89,72,75,73,86,62,49,87,73,0,74,80,72,50,67,78
