,Male,Female,Total,Ages 18-25,Ages 26-49,Ages 50 or Older,mental health,depression,mentally ill,mental illness,unwell,not well,struggle,self harm,suicidal,i hate myself,anymore,help me,cutting,pain,kill me,anxiety,social anxiety,worse,unmotivated,lost,trauma,unwanted,bpd,ptsd,suicide,vulnerable,lonely,sad,miserable,low,hopeless,aching,always,never,down,stressed,helpless,worthless,insecure,stuck,hurting,numb,intrusive,don't know why,crying,nothing matters,empty,overwhelmed,hurt,tired,grippy socks,stressy depressy,suey,kms,kill myself,unalive,unaliving,crippling
unwell,0.7760625988167488,0.9078177593722049,0.874550010468583,0.7566778168540327,0.8705294603182052,0.05172251726320225,0.8202792022598346,0.08486022251123782,-0.6599345167708928,0.30275149859696826,1.0,0.7570160546118858,-0.032239063880912494,0.012735781647309607,0.38801569035026795,-0.6568457731229121,0.22468150262561937,0.5903750519000402,0.521404737158297,0.4949120715923271,-0.0803128593306784,0.5835679527068797,0.24670751295695048,0.674882049862691,0.7513013776540146,-0.28103306901218494,0.7715291142401391,0.3602539149484045,0.7918853766738203,0.6117519860668005,-0.21353903595720844,0.8386956514602356,-0.533759603757301,0.11328675823178606,-0.20362175929071324,0.6546357158834375,-0.06955526474355803,0.32247059073013484,0.5828172052236466,-0.21610867211661505,0.07628397438443384,0.04661504454095384,-0.0015168938198539081,0.2772582963096204,0.7220476204955251,0.3990833129412575,0.4950081611074308,0.09101811492015893,0.7660159469856174,0.5203505202765836,0.35035730758323397,-0.43952676467411594,0.5826045973474849,0.7575444702067421,0.44751935090154604,0.4513250755174517,0.7156288997499213,0.7099827969855268,-0.4610659784316356,0.31050502189121015,0.25633727380353644,0.7789703597235704,0.6939071285996451,0.2525818090861369
not well,0.8663794570807524,0.8830346321328804,0.8998678990682656,0.9646209640111698,0.8723837522164958,-0.1923853202391391,0.8493971872185474,0.2890011526388624,-0.2638275323887899,0.8098939918123826,0.7570160546118858,1.0,-0.5423840360816692,0.3874247507392165,0.8159996059075247,-0.844262255215479,0.7110839313327395,0.9400756821299078,0.916867180703833,0.9224904722994788,0.3153564612792008,0.9522433746507388,0.7431603575030523,0.9745878405328838,0.9880961520269783,-0.7363871568954483,0.8590791468954538,0.8432158212386627,0.9759323701257441,0.9681678736020911,0.16383665525011704,0.8993819987449373,-0.8877840399375136,0.713819579795852,-0.5618576385438572,0.913764535302996,0.2668102438662798,0.834310312969952,0.9378103457993078,-0.3066426680650444,0.02460362911246189,0.5093066425057257,0.2344678609423456,0.7636568731283591,0.9430660892334621,0.8327197907918776,0.9327178880983106,0.39764304254386695,0.989285373783494,0.8695560394264533,0.846882095337489,-0.8381597143405397,0.9431553853982656,0.9785081998893482,0.8610148981223276,0.91449750552372,0.9307927881545549,0.7486014749294402,-0.5993876229156503,0.7938128629869882,0.8035029226984699,0.6878959746985258,0.5965923115948952,0.738984061580028
struggle,-0.32395714513896556,-0.24009839902978033,-0.28509811405837204,-0.41448629656737895,-0.19606966506703818,-0.14278106608354307,-0.10100230812451244,0.09344871309605887,-0.07139257017408958,-0.6576197761755118,-0.032239063880912494,-0.5423840360816692,1.0,-0.7669663010888383,-0.8822746271874152,0.2214752429967032,-0.49837830886595874,-0.6359000116206338,-0.5959830958481954,-0.72485304390064,-0.4959300004456567,-0.6091295844980685,-0.8350535564075472,-0.6277205086215852,-0.5634542194547425,0.9023616304869612,-0.1424256126702691,-0.7222660792711331,-0.4505588331374485,-0.6374070997315162,-0.20379392023132328,-0.41248183732314947,0.5355702267018452,-0.7787116500241368,0.5388043400748391,-0.3166412829440585,-0.8358074402562081,-0.8203316602264198,-0.7348240471301795,-0.24329411024531122,-0.3268153838834916,-0.45565390126066746,0.07539569080681462,-0.8770205055550195,-0.4716458708559475,-0.8729684420765358,-0.7669071364034055,-0.7226816668735667,-0.5433654065669117,-0.4010847723336002,-0.7823736656480219,0.5055462757476644,-0.6444184229986502,-0.6053304278938288,-0.8276675624962117,-0.7705209284603597,-0.419124657359954,-0.2556089890006061,-0.08571672623901297,-0.9136760779586067,-0.7290729345664112,-0.06921664811988155,-0.0511270585531002,-0.46397180095530965
self harm,0.15765603292004382,0.20677066606747296,0.19544416269909512,0.2774559547277337,0.1341345319346863,0.14977847020769205,0.006786940874407307,-0.15395218496901353,0.13038000668061114,0.5418082409043048,0.012735781647309607,0.3874247507392165,-0.7669663010888383,1.0,0.6886058626922148,-0.2133232119391697,0.2475710972140841,0.5643239646780951,0.43138842351265777,0.5626770767953162,0.44844447600291737,0.436317308989009,0.8455255223345058,0.49114309374617937,0.4419805633702449,-0.7068093824899856,-0.00453758318747888,0.670191001379605,0.36904285084507765,0.4757915044833978,0.1592166017228727,0.3120378410672251,-0.5570378878836184,0.567923882416137,-0.18656664007505175,0.22152713240613978,0.6110119862616681,0.690902761327849,0.4515225560526185,-0.09503598121597776,0.1030376400991502,0.31015778451488185,-0.24825201561059929,0.5608680417519395,0.3013274347268027,0.7181736914163034,0.5861761628765833,0.4578934651974591,0.4421057080489476,0.16742529589135724,0.6761780917494972,-0.5350483079424037,0.5182201827895405,0.48133157306137303,0.5550774877999857,0.5499489793603142,0.3923690001062213,0.034821273386821026,0.05298088510199142,0.7356068574699381,0.577266881667194,0.17220747789047608,0.1550130566907091,0.23460461492555423
suicidal,0.5351849678469862,0.5539282274502307,0.5657798469363933,0.7197021252808417,0.5050137686912869,-0.10294538511512037,0.48525691320363223,0.2040531503331554,-0.04489960884366561,0.8582215793174208,0.38801569035026795,0.8159996059075247,-0.8822746271874152,0.6886058626922148,1.0,-0.5985462524587492,0.6692189502294447,0.8789424039653557,0.8576699205191299,0.9280111038290886,0.5145637052702202,0.8631423604632592,0.9033606205243729,0.8865208811446461,0.8418245130327657,-0.8976939045925825,0.5138012263782846,0.8850227470898757,0.7303549368552872,0.8831203412660824,0.21088605875952626,0.7632341453372218,-0.7939329658846803,0.8722905272391742,-0.6167857365514133,0.6608990063434536,0.6140837646090308,0.9424810043312366,0.8935338840490303,-0.044479004688460264,0.27350751639933674,0.5531624220642487,0.12806735993446103,0.9447243839545941,0.7985754739397224,0.9826945969362033,0.9381871783128441,0.6134125724555518,0.8275287037146051,0.6984505692088171,0.9443351722927,-0.7604137624529945,0.9053115622651204,0.8624139467594057,0.9373564828014798,0.9280982534811626,0.6519801017390994,0.5911934552967129,-0.28624741296933204,0.9564246375090419,0.8865458005748643,0.2702546225534385,0.18376088509619143,0.675009896435978
i hate myself,-0.7107971986126662,-0.8097424231904794,-0.7910481693980189,-0.9137799857789417,-0.8193899662141758,0.5392519756955392,-0.9317478165974257,-0.6573979974372848,0.17359912504297692,-0.8116355700300811,-0.6568457731229121,-0.844262255215479,0.2214752429967032,-0.2133232119391697,-0.5985462524587492,1.0,-0.6451753547612911,-0.8251524204449817,-0.8977972321693309,-0.8235409778931606,-0.23754323105451483,-0.8894538522975993,-0.604206889081594,-0.8427920982942331,-0.858755746200529,0.46092695997906824,-0.9251227323978019,-0.7760374237640677,-0.871096695572348,-0.8688085436737168,-0.1300334808907514,-0.7946080291701149,0.8788310755350246,-0.6324190089505153,0.44233422116377974,-0.9649517405473077,0.09962188256721524,-0.6997249253278912,-0.6664742152276653,0.6499085075828243,0.2566130388774989,-0.43946836955204965,-0.3381298992044454,-0.5155524112853831,-0.8296306596697935,-0.5962561191155635,-0.7674169622686741,-0.10176052632787448,-0.8646297111477151,-0.8592678919485657,-0.7259037139895805,0.8772854661663313,-0.8656878325423577,-0.7939446152300756,-0.6016600910277579,-0.765561411114499,-0.8113741961719856,-0.8176277385091617,0.8821100360383047,-0.5612057121208213,-0.7415804402475773,-0.5393188772898518,-0.4135617596852752,-0.7205680599649202
anymore,0.45812348526870633,0.39861838462932603,0.44022952772204654,0.6366996757576366,0.423522705116855,-0.4293359792932413,0.5109264671736342,0.44167841808724956,0.2750778813509798,0.8103169311345044,0.22468150262561937,0.7110839313327395,-0.49837830886595874,0.2475710972140841,0.6692189502294447,-0.6451753547612911,1.0,0.7143936114987117,0.7825640687566812,0.7578894886033867,0.3559838059130098,0.7603025055350858,0.6054727366432482,0.704537559939795,0.6500726650860269,-0.5901055096175617,0.5783885772746118,0.731656680497065,0.5975964814348584,0.751024795163567,0.6896845881098547,0.5201757593568875,-0.69775532233009,0.835464682512756,-0.5816481175288183,0.7315298013013257,0.11557248361928257,0.7465406894958606,0.7632217480042486,-0.26999922534640974,-0.008009434836724104,0.8961201003712049,0.6356873460720697,0.7284341962078127,0.7142062216998656,0.6763506147573548,0.761337687330785,0.23878592918239108,0.6408152566276906,0.9082454935417383,0.8036743369883462,-0.7483528716143696,0.7441049161610181,0.6112622412687083,0.694026809378759,0.787727089866357,0.6040976953367125,0.40643879216944373,-0.6103015082367511,0.6242505366100907,0.8603646170483115,0.22783824233777525,0.14637037663530364,0.9741861894741918
help me,0.7377144287685373,0.7712534058384709,0.7797735748159054,0.9084916410526491,0.7574628786614362,-0.2891731659300764,0.740302286800707,0.3721823026677644,-0.04081854955607101,0.8997718946925121,0.5903750519000402,0.9400756821299078,-0.6359000116206338,0.5643239646780951,0.8789424039653557,-0.8251524204449817,0.7143936114987117,1.0,0.9412023295240228,0.9570750822751103,0.40015280811407467,0.954653142966966,0.8665155784369162,0.9562481989570836,0.956515237346218,-0.7869691701336801,0.7590484988711246,0.9224872716187831,0.9034808041285909,0.9625336179109913,0.1612545262108402,0.8442314167694491,-0.9113037571640542,0.8229009196708208,-0.5747631265728684,0.8827067962552603,0.32856063994860785,0.9244599188990504,0.9026141556381111,-0.3963289021604493,0.057154100044370264,0.5065389027433136,0.2282142988355877,0.8027840063514713,0.9224835021064358,0.8933788891369652,0.9583245213401397,0.47781533819354993,0.9485854838505462,0.8384430542177076,0.9297131010765347,-0.8848826482845968,0.9761704584711985,0.9402467049617265,0.8803175372082758,0.9447600345428093,0.8585218059352406,0.6625165791998218,-0.5504675972452425,0.8703178113492791,0.8978867194903957,0.5322768561279515,0.4397096282435572,0.77338020467554
cutting,0.7077388918205135,0.7402902293881942,0.749285979777125,0.9256340940545151,0.7372821343002872,-0.4392402204253259,0.8062233309350765,0.5615257916467922,-0.025825374625566423,0.9622260575086564,0.521404737158297,0.916867180703833,-0.5959830958481954,0.43138842351265777,0.8576699205191299,-0.8977972321693309,0.7825640687566812,0.9412023295240228,1.0,0.9802358518177108,0.4099942038799096,0.9923668481842184,0.8156721872045739,0.9558264638819448,0.9285570576333843,-0.7539347717358027,0.8259773603077433,0.9220784051039395,0.8823624771666967,0.9768693333742863,0.20561506582882969,0.8174384136201808,-0.9272462272446994,0.8701408484448965,-0.5806218209422432,0.9335022495824087,0.28258742260238884,0.9244015450805679,0.8660810331581648,-0.4252623453893776,-0.09356250764018126,0.5658692517335971,0.3623744585283149,0.8219773749621833,0.9104972471959694,0.8390657014175095,0.9528535304019302,0.4409317394760336,0.9240269850194507,0.9173671233816448,0.9217972202424107,-0.93011552980469,0.9815355866806834,0.893763838553716,0.8477483996907016,0.9580941150466842,0.8121593522404392,0.7856035870709365,-0.6952123547241136,0.8304751217569226,0.938138150167276,0.41702844801182337,0.3068107512020502,0.844259647778141
pain,0.7093013199288672,0.7197921496845919,0.7370742695065075,0.8965039885336541,0.7079676417982994,-0.30992854433120326,0.724628748950904,0.4149161725695431,-0.05977534629805153,0.951907801582108,0.4949120715923271,0.9224904722994788,-0.72485304390064,0.5626770767953162,0.9280111038290886,-0.8235409778931606,0.7578894886033867,0.9570750822751103,0.9802358518177108,1.0,0.4737920964969728,0.9849864972242821,0.897085928533256,0.9650289354444804,0.9380814601589038,-0.8447721709408084,0.7462751426917387,0.9558677575473223,0.8828551192452402,0.9848183476854627,0.21746569085027434,0.8081150949822241,-0.9302307243803912,0.8952542036467767,-0.612576218343885,0.8739795130926957,0.42329370923719717,0.9688332742936789,0.9146809464093698,-0.32681909453766683,-0.0012855146260199453,0.5788461702758639,0.24548776186924984,0.8864393191648315,0.8826619964173422,0.9202304578850822,0.9897249735761404,0.5056280374859387,0.9313682984176994,0.8563256646036946,0.961175274549866,-0.9071648525402218,0.9844794471784768,0.9222670396615207,0.9111287312474045,0.9875039416215307,0.8220125034273964,0.723504308406799,-0.5701238543669276,0.9177827296112769,0.9465875961307806,0.43105156932481464,0.3362344558002935,0.7971565023963891
