,Male,Female,Total,Ages 18-25,Ages 26-49,Ages 50 or Older,mental health,depression,mentally ill,mental illness,unwell,not well,struggle,self harm,suicidal,i hate myself,anymore,help me,cutting,pain,kill me,anxiety,social anxiety,worse,unmotivated,lost,trauma,unwanted,bpd,ptsd,suicide,vulnerable,lonely,sad,miserable,low,hopeless,aching,always,never,down,stressed,helpless,worthless,insecure,stuck,hurting,numb,intrusive,don't know why,crying,nothing matters,empty,overwhelmed,hurt,tired,grippy socks,stressy depressy,suey,kms,kill myself,unalive,unaliving,crippling
lonely,-0.6958089241720921,-0.7522375640934365,-0.7513725432032464,-0.8840290603135894,-0.7412354589071035,0.35257714310339255,-0.7644535611972736,-0.46129623313815277,0.08846282848769323,-0.8986049573057182,-0.533759603757301,-0.8877840399375136,0.5355702267018452,-0.5570378878836184,-0.7939329658846803,0.8788310755350246,-0.69775532233009,-0.9113037571640542,-0.9272462272446994,-0.9302307243803912,-0.47720510589463166,-0.9337811896676118,-0.8617081378884552,-0.9217660205204445,-0.8978792721206341,0.6930363501222282,-0.7563302717382024,-0.9402804595886548,-0.8903955832979623,-0.9377139251814682,-0.2902967281529501,-0.7934887207383663,1.0,-0.7838020819351369,0.48270317849446037,-0.8995750577247618,-0.21457020318068903,-0.8904701349365153,-0.8019871495249898,0.5837210335824554,0.2194638358212307,-0.5919306616291142,-0.2871496588833282,-0.7316783296695404,-0.8240120738197928,-0.8123071010462459,-0.909186825385678,-0.2571633616254739,-0.9070326861334697,-0.8102748897564181,-0.9023730845432169,0.9591264524067725,-0.9326937757473179,-0.8888597992672922,-0.7671738997381887,-0.8814603500572952,-0.8546474266616769,-0.672359742213276,0.6889775693472204,-0.7795345339797115,-0.8717623836537103,-0.5325103910703947,-0.4359522891986787,-0.7429221965674231
sad,0.42145271565436665,0.35568132434786426,0.39577811162982035,0.6575241216094125,0.3642850745231948,-0.42659150757774256,0.43491496811407965,0.4486503359587918,0.3013630146694567,0.9462663014586721,0.11328675823178606,0.713819579795852,-0.7787116500241368,0.567923882416137,0.8722905272391742,-0.6324190089505153,0.835464682512756,0.8229009196708208,0.8701408484448965,0.8952542036467767,0.6019181053495516,0.8421711448597017,0.8711773327424635,0.778412998814278,0.7215661590517913,-0.8032839339830735,0.512984707159276,0.9082749831466088,0.6290579359620239,0.8316626371272134,0.44823421344569503,0.5393200551272007,-0.7838020819351369,1.0,-0.7018754679024077,0.7148182008898947,0.44840792013749353,0.9338821294238865,0.7890154504742769,-0.23954926853729736,0.054981111500981034,0.7127360937273078,0.3799797106553333,0.8816408647566184,0.7144512827847349,0.8716846821803326,0.8954899881567088,0.485041437667562,0.7032302612937801,0.7839433320115814,0.9436398973604414,-0.8148548522747662,0.851958932454776,0.6951061430630081,0.8320523540256171,0.9132374481548993,0.611426922450456,0.4579188133127056,-0.44313222288163995,0.8805510402607091,0.9633392143967409,0.1503343675403499,0.0735041664763618,0.8599164395689038
miserable,-0.4194958488016977,-0.24944601390222254,-0.32505954901647616,-0.4997003370673312,-0.2901462866359734,0.23194043431342531,-0.3474141603913382,-0.22443024412834656,0.059500557732449916,-0.5556635729742924,-0.20362175929071324,-0.5618576385438572,0.5388043400748391,-0.18656664007505175,-0.6167857365514133,0.44233422116377974,-0.5816481175288183,-0.5747631265728684,-0.5806218209422432,-0.612576218343885,-0.4950093212379025,-0.5925495173027898,-0.5359957256407606,-0.5241828979385296,-0.5629612290836096,0.4944545032914778,-0.46372177128241626,-0.6317159737233634,-0.4992269767751794,-0.6181618514844421,-0.32736028055493654,-0.44205742988134195,0.48270317849446037,-0.7018754679024077,1.0,-0.5382229200328874,-0.20043257677521062,-0.5721099804527251,-0.6541450887519792,-0.013890240268671243,-0.40793749094228365,-0.5052560997118378,-0.13544608102923672,-0.6187055089303946,-0.5090383359230393,-0.6763099685787569,-0.6463642309460514,-0.1454935866907808,-0.5256616248511914,-0.5356113872212674,-0.6313776473104369,0.4172569800690843,-0.5936797382879635,-0.5454929303823955,-0.6815984679001432,-0.6599084040037434,-0.4917452409624767,-0.3650264264653461,0.21521328297893105,-0.6412281985317867,-0.5769059371471137,-0.23228675824313055,-0.1817475850945766,-0.5683772989175426
low,0.7906325041242959,0.8129027665690848,0.8246616049566677,0.9574273490231299,0.8402555735566034,-0.5174767682067112,0.9228234372363574,0.594718559027461,-0.09970175663905378,0.8523743019881133,0.6546357158834375,0.913764535302996,-0.3166412829440585,0.22152713240613978,0.6608990063434536,-0.9649517405473077,0.7315298013013257,0.8827067962552603,0.9335022495824087,0.8739795130926957,0.32494350401800604,0.936464886453554,0.6531673061081633,0.8934596958500326,0.9112603306561395,-0.5406167583796739,0.9451564205902239,0.8220601140396209,0.9205496458248362,0.9209029151203517,0.19685158193405458,0.8036326280041461,-0.8995750577247618,0.7148182008898947,-0.5382229200328874,1.0,-0.004008620303357885,0.7625510939786142,0.7776563837512718,-0.5838675549816758,-0.21668807780638985,0.5029679973675064,0.4033185918506908,0.6122623294471116,0.8983966345772486,0.6749015811147662,0.8466560255733167,0.19583907564560046,0.9135407692789071,0.9188593509486219,0.7851800988283721,-0.8909242959427293,0.9045247435116494,0.8552179503574137,0.7105628896805901,0.8428798839358962,0.8850596438119244,0.777650461704845,-0.8353160216063883,0.6468785359885839,0.8017330926040112,0.6075407022721978,0.4987793138437621,0.8059366090174859
hopeless,0.12890234619275312,0.07753472644880803,0.1019690786685941,0.16186347604764845,0.022932169562396514,0.28719672642911753,-0.12050956744954458,-0.2809673322095042,-0.03188766718006996,0.3346828590306761,-0.06955526474355803,0.2668102438662798,-0.8358074402562081,0.6110119862616681,0.6140837646090308,0.09962188256721524,0.11557248361928257,0.32856063994860785,0.28258742260238884,0.42329370923719717,0.4170106807679679,0.31003300857970306,0.5702685198897721,0.36391346409208136,0.28592278486407036,-0.7926407812170785,-0.12489224834708687,0.3973407970767858,0.20490425320276956,0.3319802563891115,-0.07012574693619603,0.19161927427084674,-0.21457020318068903,0.44840792013749353,-0.20043257677521062,-0.004008620303357885,1.0,0.548481160333495,0.45950143741084326,0.44627867128208365,0.3097781990532525,0.10634292120542166,-0.21884963934207174,0.6899082996693324,0.20100084745074429,0.5750314831768054,0.4764550342459523,0.7969396798847022,0.27949469811667926,0.05311191641830625,0.44470606174860994,-0.19443623078569136,0.3370382731352912,0.36827564855297684,0.5136378059945788,0.4661751505843114,0.1602904995740742,0.08495789964033908,0.42060956109752146,0.6631538961570842,0.3886966397096088,-0.05286304481934848,-0.022847285433095665,0.09183956933403396
aching,0.5713961165390434,0.5790484429715909,0.5954044909540042,0.7832305188254133,0.5544095269359286,-0.27074357455871784,0.5538448336754768,0.36282254645242845,0.09179754786872281,0.9516709289371261,0.32247059073013484,0.834310312969952,-0.8203316602264198,0.690902761327849,0.9424810043312366,-0.6997249253278912,0.7465406894958606,0.9244599188990504,0.9244015450805679,0.9688332742936789,0.5303612196372283,0.9211319205376635,0.9518144267070149,0.9069426168065678,0.8490540825638406,-0.9071547498530148,0.5749259015496855,0.9622061544606865,0.7753732869963645,0.9223097094465978,0.27948455978959147,0.7050053460982693,-0.8904701349365153,0.9338821294238865,-0.5721099804527251,0.7625510939786142,0.548481160333495,1.0,0.8717386917107586,-0.2838661765267121,0.015643851769927285,0.608120231681844,0.2535944827118301,0.9231719539581054,0.8007086164124029,0.9345335756648215,0.9694502113170601,0.5917267912675545,0.8422440019957437,0.7768518320877855,0.9798394805342352,-0.8888736703617113,0.9395809186458863,0.8513880025002376,0.8859173553100659,0.9651764380527372,0.7291694462718412,0.5694674626932089,-0.4290640787828656,0.9438553762326618,0.9657618436260975,0.3066303783675941,0.22869825537953847,0.7816840826241627
always,0.7937540485475896,0.7332423055730132,0.7789464175229167,0.8514468530941017,0.7282713140435312,-0.06145232412501733,0.6595953074979167,0.14652949318269115,-0.17657253493260364,0.7910120987219825,0.5828172052236466,0.9378103457993078,-0.7348240471301795,0.4515225560526185,0.8935338840490303,-0.6664742152276653,0.7632217480042486,0.9026141556381111,0.8660810331581648,0.9146809464093698,0.37671062035502334,0.9052845584686794,0.7813083840170701,0.9191002802941513,0.9185475353210556,-0.8279528565677398,0.697581585851816,0.8279412210545907,0.8677087990540278,0.9279905817503727,0.2536294403731803,0.7979293400680497,-0.8019871495249898,0.7890154504742769,-0.6541450887519792,0.7776563837512718,0.45950143741084326,0.8717386917107586,1.0,-0.08930888952246832,0.19973179341950503,0.5926522218868576,0.1954047827198938,0.8853986963354136,0.8726101027441934,0.904670831680449,0.9458468497651078,0.5237088244471086,0.9064946969042843,0.820966362734854,0.8745992471944638,-0.7314401953503822,0.8976769507847882,0.9269902675863376,0.9519976377387235,0.9414315130127117,0.8236662964738094,0.6327373329189211,-0.4021081913277429,0.8833803610816138,0.8324506089873779,0.5265743086008146,0.4622864882555976,0.7532262451837806
never,-0.2735721484903976,-0.38248182436960176,-0.34716521538114514,-0.4419628514918092,-0.4282769331092097,0.6192325450112609,-0.5294702655503508,-0.6700485907326859,-0.17607204362638307,-0.43825431959186223,-0.21610867211661505,-0.3066426680650444,-0.24329411024531122,-0.09503598121597776,-0.044479004688460264,0.6499085075828243,-0.26999922534640974,-0.3963289021604493,-0.4252623453893776,-0.32681909453766683,-0.17036030518809422,-0.39513846561386073,-0.28908563382791763,-0.3159059327979587,-0.32666179558482844,-0.05528363662137725,-0.49630599409282355,-0.4096731986445597,-0.3947128904336561,-0.35502836479757854,-0.1467548816953235,-0.27526508504213054,0.5837210335824554,-0.23954926853729736,-0.013890240268671243,-0.5838675549816758,0.44627867128208365,-0.2838661765267121,-0.08930888952246832,1.0,0.634482517598657,-0.2062843929350843,-0.3675018402976474,0.009556243001907912,-0.3256051508508986,-0.072655143250693,-0.2554869934644629,0.3040978149029475,-0.345973361383219,-0.40988204917066906,-0.2990856221775341,0.5867375995218957,-0.3739786204952882,-0.27041204254528217,-0.03536040024849036,-0.2339511926876326,-0.4068981892318026,-0.30518711347463423,0.737302104959015,-0.05634376628190918,-0.35217956139418943,-0.27677060105429285,-0.21506909708396563,-0.3866783763510137
down,-0.13238309946752586,-0.14534088123985947,-0.1386481139302354,-0.13487619481991206,-0.1833128251586696,0.2681643603735156,-0.2574965908345155,-0.3941030217379929,-0.18951112270643306,-0.1280279810116902,0.07628397438443384,0.02460362911246189,-0.3268153838834916,0.1030376400991502,0.27350751639933674,0.2566130388774989,-0.008009434836724104,0.057154100044370264,-0.09356250764018126,-0.0012855146260199453,0.17531632259744415,-0.06875552048598409,0.04523446375230099,-1.1987218885571595e-05,0.03640737156824948,-0.19033850331878427,-0.2148282231728663,-0.024969338225412585,-0.09639747719532425,-0.0019594429606975836,0.015888943387936005,0.16346165500164025,0.2194638358212307,0.054981111500981034,-0.40793749094228365,-0.21668807780638985,0.3097781990532525,0.015643851769927285,0.19973179341950503,0.634482517598657,1.0,0.054139473088209274,-0.2496089204183829,0.24376922056584296,0.05172154462795991,0.29360409902290396,0.059023338472518005,0.1467270834258434,-0.0021566449345825247,-0.11888102525619625,0.0842324445883847,0.2745537802371346,0.02809915676697362,0.08906895442458428,0.23506981892507922,0.04696152538115494,-0.15012741563137358,-0.11216580048303883,0.5046994062438508,0.19363492740944968,-0.038456112267738304,-0.13901173722538904,-0.15063634623990654,-0.08517390352515508
stressed,0.21016695255630233,0.1660715851586224,0.19773556099738251,0.3822703793772229,0.17889312043063402,-0.33035018801979527,0.25087057471392366,0.26202150399743845,0.2428556149025446,0.6332288440310792,0.04661504454095384,0.5093066425057257,-0.45565390126066746,0.31015778451488185,0.5531624220642487,-0.43946836955204965,0.8961201003712049,0.5065389027433136,0.5658692517335971,0.5788461702758639,0.49921528367376866,0.5456039464668232,0.5509420571081168,0.5108148228642323,0.4356047934731289,-0.4893810398985747,0.2999708595690756,0.6342478006197134,0.3941759432207423,0.5638792951557733,0.9100000339853305,0.3533912907310805,-0.5919306616291142,0.7127360937273078,-0.5052560997118378,0.5029679973675064,0.10634292120542166,0.608120231681844,0.5926522218868576,-0.2062843929350843,0.054139473088209274,1.0,0.5705380114904169,0.6331797134167498,0.4582178713121996,0.5878964031464428,0.5940165045700837,-0.012504990038138035,0.43504608841397724,0.6799915809723837,0.700237141201212,-0.616817868034338,0.5511827135813114,0.4364279689761651,0.5128166068010279,0.5932785509151253,0.42968099628928047,0.14708338600340984,-0.4359409756012922,0.49043002870986935,0.7051802324060367,0.11711328201475954,0.05407577947089059,0.8051164930498909
helpless,-0.025231886336756774,0.03417722620518337,0.02055813572617804,0.24053659776652023,0.04337940710131599,-0.6139312659592681,0.26929425896419484,0.6740158595999424,0.4834779299240106,0.417185943877065,-0.0015168938198539081,0.2344678609423456,0.07539569080681462,-0.24825201561059929,0.12806735993446103,-0.3381298992044454,0.6356873460720697,0.2282142988355877,0.3623744585283149,0.24548776186924984,0.17195261599488873,0.30004397930337773,0.04526687365456843,0.26618541424044156,0.15241726525081967,-0.06333584892154039,0.2880153179765231,0.23348170366613688,0.12162668644382969,0.25365037866638324,0.5505035300644934,0.23400887764197656,-0.2871496588833282,0.3799797106553333,-0.13544608102923672,0.4033185918506908,-0.21884963934207174,0.2535944827118301,0.1954047827198938,-0.3675018402976474,-0.2496089204183829,0.5705380114904169,1.0,0.28647444277806916,0.4065609598638316,0.09041369271624511,0.2244472801755848,-0.010256261666178292,0.165040481176398,0.5933284931142068,0.3019013759367866,-0.42884181005487226,0.29709698889567887,0.1466249134090024,0.08729728450710728,0.23137170552174374,0.09119958369670882,0.18294676784146424,-0.48062359009816313,-0.009845414783960758,0.4195462869605581,-0.1425826551374373,-0.22077066829313344,0.6883624683148464
worthless,0.4807020119018179,0.4624739025748915,0.4883229436657155,0.6673953354785015,0.4306263572858131,-0.1564209298489718,0.4232325787287605,0.24092993396597334,0.011731719067089957,0.8318038223629667,0.2772582963096204,0.7636568731283591,-0.8770205055550195,0.5608680417519395,0.9447243839545941,-0.5155524112853831,0.7284341962078127,0.8027840063514713,0.8219773749621833,0.8864393191648315,0.5688686194836814,0.8272707024937926,0.8364058642828203,0.8334255400519436,0.7565760711639176,-0.9211694425620531,0.4498539780023848,0.8384833342737341,0.656010362089348,0.8383783250374117,0.31677794069370724,0.6780340821781874,-0.7316783296695404,0.8816408647566184,-0.6187055089303946,0.6122623294471116,0.6899082996693324,0.9231719539581054,0.8853986963354136,0.009556243001907912,0.24376922056584296,0.6331797134167498,0.28647444277806916,1.0,0.7433629403358554,0.9163025061129496,0.9063557236359837,0.6452994639555574,0.7450084667046128,0.7093208409998661,0.9031247284495529,-0.714294939982372,0.8469559467116278,0.7951496383139404,0.881064152109653,0.9022262090682419,0.5763821550141964,0.5325030261656288,-0.2244389360207703,0.9034893352738104,0.8767898394205775,0.16308424595687215,0.09550138956220523,0.7245925271399681
insecure,0.7419230608120716,0.809780580583669,0.8051424451558902,0.9169969666143842,0.7852267115120146,-0.3068190699701,0.8265469053064476,0.44806894541841813,-0.09614807516158694,0.8263838234580914,0.7220476204955251,0.9430660892334621,-0.4716458708559475,0.3013274347268027,0.7985754739397224,-0.8296306596697935,0.7142062216998656,0.9224835021064358,0.9104972471959694,0.8826619964173422,0.26664032824796924,0.9187641461362616,0.6611750121531565,0.9443921945599254,0.9402020284154144,-0.6546363410098458,0.8472889931201865,0.7735622374917329,0.8854120315248452,0.914358253264248,0.1134573222454161,0.915910855768183,-0.8240120738197928,0.7144512827847349,-0.5090383359230393,0.8983966345772486,0.20100084745074429,0.8007086164124029,0.8726101027441934,-0.3256051508508986,0.05172154462795991,0.4582178713121996,0.4065609598638316,0.7433629403358554,1.0,0.7820314098068994,0.8772064157428164,0.44706296242981325,0.9378984294502919,0.8998200507080489,0.820979968705162,-0.8164095808757296,0.9321095182131908,0.9253737302224432,0.8157511419523807,0.8646360698286855,0.8046610081246182,0.7790846384747873,-0.6167228721837531,0.719617219235327,0.8061013999298827,0.530413272288692,0.4150082169136408,0.7820249586272823
stuck,0.5685827877208235,0.5527439959779165,0.5778912410662362,0.7243772447534036,0.5174980100695513,-0.0943087312764061,0.4749783034461468,0.1356669450710322,-0.050530535287451966,0.8393326300866896,0.3990833129412575,0.8327197907918776,-0.8729684420765358,0.7181736914163034,0.9826945969362033,-0.5962561191155635,0.6763506147573548,0.8933788891369652,0.8390657014175095,0.9202304578850822,0.5709841366514046,0.8548094046838478,0.9289351191637861,0.8788893602560774,0.853093677124643,-0.885843799119893,0.5135735619445617,0.9129106047069756,0.7575214071506976,0.8885650335970822,0.27557012794696245,0.7465602492014511,-0.8123071010462459,0.8716846821803326,-0.6763099685787569,0.6749015811147662,0.5750314831768054,0.9345335756648215,0.904670831680449,-0.072655143250693,0.29360409902290396,0.5878964031464428,0.09041369271624511,0.9163025061129496,0.7820314098068994,1.0,0.94642039631216,0.533334359234736,0.8381601635801628,0.6818695609680306,0.9529808358618878,-0.7644321311425568,0.8985825204230797,0.8730424932755297,0.943992161459169,0.9273275123928002,0.7144750705302526,0.5145620221897096,-0.27855640366366663,0.9654897986671639,0.875032468510364,0.3694939520902896,0.2932170710673629,0.672716514962795
hurting,0.7248091788810201,0.7046876280312188,0.7338006952043343,0.8825648982225813,0.6940283583737386,-0.24297609552363017,0.6812119401875034,0.31662366530145797,-0.06041201758205032,0.9246214464515267,0.4950081611074308,0.9327178880983106,-0.7669071364034055,0.5861761628765833,0.9381871783128441,-0.7674169622686741,0.761337687330785,0.9583245213401397,0.9528535304019302,0.9897249735761404,0.499846841862827,0.9681998604400663,0.9075859870346157,0.9619008618751451,0.938435987661994,-0.8792512831780747,0.7106518487541227,0.9547928522042565,0.8853119866351378,0.9789260690113625,0.24830069475990588,0.7953065547792209,-0.909186825385678,0.8954899881567088,-0.6463642309460514,0.8466560255733167,0.4764550342459523,0.9694502113170601,0.9458468497651078,-0.2554869934644629,0.059023338472518005,0.5940165045700837,0.2244472801755848,0.9063557236359837,0.8772064157428164,0.94642039631216,1.0,0.5334402175217541,0.930952828734965,0.8349811519049251,0.9641616793311022,-0.8802008447236825,0.9712746868803122,0.9335029057819435,0.9363095402237932,0.9922852149590726,0.8435274518397887,0.6563251274006247,-0.49287332604692646,0.9415784684834355,0.9344129625289892,0.4782828035504738,0.396567411791455,0.7889166930258845
numb,0.2889973810799756,0.27777160026733905,0.2909000799336711,0.3548997076648646,0.21337979282170597,0.18662543064398449,0.127322018574628,-0.013291665944280719,0.12928910338714525,0.46519753772284805,0.09101811492015893,0.39764304254386695,-0.7226816668735667,0.4578934651974591,0.6134125724555518,-0.10176052632787448,0.23878592918239108,0.47781533819354993,0.4409317394760336,0.5056280374859387,0.027089603056935852,0.4474844075196189,0.4910888660574072,0.4902475369745119,0.41692319460894417,-0.7471177036503827,0.1321285679807799,0.39012830114805125,0.3212288415260593,0.428337857653857,-0.27619722512184386,0.3194294880043055,-0.2571633616254739,0.485041437667562,-0.1454935866907808,0.19583907564560046,0.7969396798847022,0.5917267912675545,0.5237088244471086,0.3040978149029475,0.1467270834258434,-0.012504990038138035,-0.010256261666178292,0.6452994639555574,0.44706296242981325,0.533334359234736,0.5334402175217541,1.0,0.4056463065137082,0.30533300223847126,0.46935147595127147,-0.31284546857702217,0.4652420027709527,0.44589250329067004,0.5784024319618941,0.5610081403481353,0.24819295271523206,0.30229566348804326,0.17178780275950326,0.6416384666865862,0.49829090755886263,-0.007535277702316469,-0.009904680729698979,0.29401520759587463
intrusive,0.8556315051071193,0.8983555797833078,0.904085493401578,0.9689054604743984,0.8803956670691219,-0.1992766696407701,0.8594179369234424,0.30874674475013897,-0.28472655510107137,0.8204075770453351,0.7660159469856174,0.989285373783494,-0.5433654065669117,0.4421057080489476,0.8275287037146051,-0.8646297111477151,0.6408152566276906,0.9485854838505462,0.9240269850194507,0.9313682984176994,0.32830033629615785,0.9560502257164087,0.7722465867637996,0.9801393051811332,0.9978228136848935,-0.7323658665449527,0.8616692029118617,0.8556058026797141,0.9825122054193995,0.9693209795925085,0.07775155167253156,0.9137916962030768,-0.9070326861334697,0.7032302612937801,-0.5256616248511914,0.9135407692789071,0.27949469811667926,0.8422440019957437,0.9064946969042843,-0.345973361383219,-0.0021566449345825247,0.43504608841397724,0.165040481176398,0.7450084667046128,0.9378984294502919,0.8381601635801628,0.930952828734965,0.4056463065137082,1.0,0.8309222710252302,0.8478817474526079,-0.8518562308173333,0.9532991806741465,0.9860821499967394,0.8529902146760467,0.9086032149426696,0.9265582438161502,0.7833945565456422,-0.6049264043958771,0.806999812924697,0.7965379607506416,0.6835801693127466,0.5868148830635576,0.6840099513664961
don't know why,0.6777450653174293,0.6853056713601483,0.704052904206441,0.8643815990281971,0.7016033603543479,-0.48206412054437,0.8038617082938825,0.5889158138001195,0.07037147150047991,0.8687594103540786,0.5203505202765836,0.8695560394264533,-0.4010847723336002,0.16742529589135724,0.6984505692088171,-0.8592678919485657,0.9082454935417383,0.8384430542177076,0.9173671233816448,0.8563256646036946,0.24583945682599193,0.9041209659721617,0.5992281046685346,0.8605224248281389,0.8344050847316057,-0.5831251474840512,0.8429627840522577,0.7671013823147657,0.801801722303071,0.8805059333867654,0.37856983892733426,0.7429958817002817,-0.8102748897564181,0.7839433320115814,-0.5356113872212674,0.9188593509486219,0.05311191641830625,0.7768518320877855,0.820966362734854,-0.40988204917066906,-0.11888102525619625,0.6799915809723837,0.5933284931142068,0.7093208409998661,0.8998200507080489,0.6818695609680306,0.8349811519049251,0.30533300223847126,0.8309222710252302,1.0,0.8073615086871874,-0.8448551114464202,0.8755842597195833,0.7828902665371167,0.7415498946324156,0.8552327625470978,0.7557883444204126,0.7091111822023186,-0.7795538215872951,0.6401108512800702,0.8647390336348258,0.4065536074142437,0.2968221807061473,0.9459814987903852
crying,0.5444672564600392,0.5595688252122576,0.5733919505148967,0.7729781351239468,0.534720568536781,-0.30679099168535096,0.5564576905478595,0.3657994496469018,0.10080976097463178,0.9506251732477594,0.35035730758323397,0.846882095337489,-0.7823736656480219,0.6761780917494972,0.9443351722927,-0.7259037139895805,0.8036743369883462,0.9297131010765347,0.9217972202424107,0.961175274549866,0.5661357552930127,0.9144621651094175,0.9414036089483426,0.9056593608721459,0.8560313021934628,-0.8558228826489745,0.5897067594722666,0.9708950794416805,0.7751213513333063,0.9255255990340839,0.39455384068075317,0.7346879004305114,-0.9023730845432169,0.9436398973604414,-0.6313776473104369,0.7851800988283721,0.44470606174860994,0.9798394805342352,0.8745992471944638,-0.2990856221775341,0.0842324445883847,0.700237141201212,0.3019013759367866,0.9031247284495529,0.820979968705162,0.9529808358618878,0.9641616793311022,0.46935147595127147,0.8478817474526079,0.8073615086871874,1.0,-0.9000978829516758,0.9466109859712493,0.854363659476314,0.8854908652273066,0.9536318024016343,0.7395304150736026,0.5451443988912896,-0.4758059576165503,0.92015842263392,0.9692561674263672,0.3322361995294922,0.23957821236783763,0.8223598750021085
nothing matters,-0.5819100806471491,-0.6694718980860023,-0.656302934120233,-0.8447542144444943,-0.6482421954191586,0.4737064830502243,-0.7294806113611997,-0.5652333453746493,-0.07907531275083346,-0.937283359273421,-0.43952676467411594,-0.8381597143405397,0.5055462757476644,-0.5350483079424037,-0.7604137624529945,0.8772854661663313,-0.7483528716143696,-0.8848826482845968,-0.93011552980469,-0.9071648525402218,-0.43642995776817506,-0.9126206462994466,-0.8285423641738645,-0.8973639757545047,-0.8393610906957683,0.6966973146922916,-0.7180169760229118,-0.928607864035975,-0.8219805857156305,-0.9032162414918656,-0.3318936886518326,-0.7407001601993034,0.9591264524067725,-0.8148548522747662,0.4172569800690843,-0.8909242959427293,-0.19443623078569136,-0.8888736703617113,-0.7314401953503822,0.5867375995218957,0.2745537802371346,-0.616817868034338,-0.42884181005487226,-0.714294939982372,-0.8164095808757296,-0.7644321311425568,-0.8802008447236825,-0.31284546857702217,-0.8518562308173333,-0.8448551114464202,-0.9000978829516758,1.0,-0.9207598680714975,-0.8164544778265465,-0.6982493887619005,-0.8631793361490769,-0.7931905220870745,-0.6216003428842716,0.7183647100100553,-0.7335750146515454,-0.9083318734037098,-0.4368612361821652,-0.3286676546552685,-0.8108195616879522
empty,0.7049349520411257,0.7634400323526022,0.7632737523939219,0.9211962131851866,0.7394078338492474,-0.3441557018174987,0.7751350501804535,0.46246743641525995,-0.08380237229837316,0.9365072873609772,0.5826045973474849,0.9431553853982656,-0.6444184229986502,0.5182201827895405,0.9053115622651204,-0.8656878325423577,0.7441049161610181,0.9761704584711985,0.9815355866806834,0.9844794471784768,0.4294824366644786,0.9842461506383628,0.8562710944351319,0.98156676413596,0.9576876811146117,-0.7988137633340602,0.7849486534419903,0.9386591512950407,0.9001990161341527,0.9861896732896948,0.18838189614092699,0.8788405356780545,-0.9326937757473179,0.851958932454776,-0.5936797382879635,0.9045247435116494,0.3370382731352912,0.9395809186458863,0.8976769507847882,-0.3739786204952882,0.02809915676697362,0.5511827135813114,0.29709698889567887,0.8469559467116278,0.9321095182131908,0.8985825204230797,0.9712746868803122,0.4652420027709527,0.9532991806741465,0.8755842597195833,0.9466109859712493,-0.9207598680714975,1.0,0.9442515526291928,0.8765612053265369,0.9605012856997638,0.8272335832295551,0.7518013679474657,-0.602684046775326,0.8650685153788883,0.9237086794823718,0.46247706510713815,0.3514588490646465,0.7985924138435162
overwhelmed,0.8236018029379601,0.8714497939030255,0.8756133250474721,0.9340802049949297,0.8393371611604596,-0.11611493810721175,0.7961116474710038,0.24066621404445646,-0.31935511108747,0.7894310140258379,0.7575444702067421,0.9785081998893482,-0.6053304278938288,0.48133157306137303,0.8624139467594057,-0.7939446152300756,0.6112622412687083,0.9402467049617265,0.893763838553716,0.9222670396615207,0.369493216643362,0.9330617718194468,0.7888542819228642,0.9775579977293641,0.9843416872389893,-0.7735606077861787,0.7907928295952183,0.8514882858068962,0.9564330920589639,0.9566718905484014,0.08050413830130862,0.9318536619062642,-0.8888597992672922,0.6951061430630081,-0.5454929303823955,0.8552179503574137,0.36827564855297684,0.8513880025002376,0.9269902675863376,-0.27041204254528217,0.08906895442458428,0.4364279689761651,0.1466249134090024,0.7951496383139404,0.9253737302224432,0.8730424932755297,0.9335029057819435,0.44589250329067004,0.9860821499967394,0.7828902665371167,0.854363659476314,-0.8164544778265465,0.9442515526291928,1.0,0.8715919357535109,0.9008743423108698,0.8876542075733843,0.7512418622329957,-0.4919966412988668,0.8280377977742951,0.7800657847688193,0.6479484870952674,0.5570381847651408,0.6455408612639927
hurt,0.7165740549056534,0.6249550077477786,0.6807712271450128,0.7828889705935396,0.6223474369851554,-0.05725252620556644,0.5591580394636252,0.13184914236051337,-0.07051608122772063,0.808081194588849,0.44751935090154604,0.8610148981223276,-0.8276675624962117,0.5550774877999857,0.9373564828014798,-0.6016600910277579,0.694026809378759,0.8803175372082758,0.8477483996907016,0.9111287312474045,0.42858624623882685,0.8737522446393786,0.8314725742838849,0.8738755944781791,0.8753470221600719,-0.8160958763624778,0.618270740863207,0.840048422175443,0.7908151032826367,0.8940971007984073,0.17362461170337,0.7278775573012164,-0.7671738997381887,0.8320523540256171,-0.6815984679001432,0.7105628896805901,0.5136378059945788,0.8859173553100659,0.9519976377387235,-0.03536040024849036,0.23506981892507922,0.5128166068010279,0.08729728450710728,0.881064152109653,0.8157511419523807,0.943992161459169,0.9363095402237932,0.5784024319618941,0.8529902146760467,0.7415498946324156,0.8854908652273066,-0.6982493887619005,0.8765612053265369,0.8715919357535109,1.0,0.9404338708461265,0.7441330775903621,0.5984970002852292,-0.3427664696112819,0.9441301227244291,0.8492779118612033,0.41144087836126003,0.3493974034246881,0.699878944780947
